Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
(NSC only) New attending enrollment,003f40000169i2iAAA,001f400000LvhpOAAR,2020-01-06,,2016-04-13,Attending,Bachelor's,NSC,,,36
Perfect Match,003f400000KvxUnAAJ,001f400000LvhyxAAB,2018-06-18,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1682,003f400000KvxUnAAJ,001f400000LvhyxAAB,2018-06-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BmFW8AAN,,,2693
Perfect Match,003f400000KvxUnAAJ,001f400000LvhPSAAZ,2016-09-17,,2016-04-13,Attending,Bachelor's,NSC,,,1681,003f400000KvxUnAAJ,001f400000LvhPSAAZ,2016-09-17,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7NZAAY,,,1782
Perfect Match,003f400000KvxJTAAZ,001f400000LvhZDAAZ,2018-01-08,2018-08-30,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ECONOMICS,3136,003f400000KvxJTAAZ,001f400000LvhZDAAZ,2018-01-08,2018-08-30,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ECONOMICS,a02f400000Bli1LAAR,,,2150
Attending but DB had T/W,003f400000KvxJTAAZ,001f400000LvhZDAAZ,2013-09-04,,2016-04-13,Attending,Bachelor's,NSC,,,3135,003f400000KvxJTAAZ,001f400000LvhZDAAZ,2013-09-04,2017-04-29,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n7HIAAY,,,1562
Perfect Match,003f400000KvxXmAAJ,001f400000LvhyZAAR,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1348,003f400000KvxXmAAJ,001f400000LvhyZAAR,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCHzAAP,,,2968
Perfect Match,003f400000KvxXmAAJ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1347,003f400000KvxXmAAJ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli8cAAB,,,2592
Attending but DB had T/W,003f400000KvxXmAAJ,001f400000LvhhrAAB,2017-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,1346,003f400000KvxXmAAJ,001f400000LvhhrAAB,2017-08-21,2018-04-27,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n72zAAA,,,968
Perfect Match,003f40000169i18AAA,001f400000LvhpOAAR,2019-06-24,,2016-04-13,Attending,Bachelor's,NSC,,,63,003f40000169i18AAA,001f400000LvhpOAAR,2019-06-24,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGZgAAN,,,3186
Perfect Match,003f400000TlTRhAAN,001f400000Lvi07AAB,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,673,003f400000TlTRhAAN,001f400000Lvi07AAB,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGjXAAV,,,3797
Perfect Match,003f400000TlTRhAAN,001f400000LvhPnAAJ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,672,003f400000TlTRhAAN,001f400000LvhPnAAJ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli0tAAB,,,2122
(NSC only) New attending enrollment,003f400000TlTRhAAN,001f400000LvhyZAAR,2020-01-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,671
Perfect Match,003f400000KvxJVAAZ,001f400000LvhZhAAJ,2015-01-01,2015-05-09,2016-04-13,Transferred out,Bachelor's,NSC,,,3125,003f400000KvxJVAAZ,001f400000LvhZhAAJ,2015-01-01,2015-05-09,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n72BAAQ,,,927
Perfect Match,003f400000KvxJVAAZ,001f400000LvhQKAAZ,2015-09-01,2017-05-13,2016-04-13,Graduated,Bachelor's,NSC,BA,MEDIA STUDIES,3124,003f400000KvxJVAAZ,001f400000LvhQKAAZ,2015-09-01,2017-05-13,2016-04-13,Graduated,Bachelor's,NSC,BA,MEDIA STUDIES,a02f4000006n72AAAQ,,,926
Perfect Match,003f400000KvxJVAAZ,001f400000LvhQKAAZ,2013-09-03,2014-12-19,2016-04-13,Transferred out,Bachelor's,NSC,,,3123,003f400000KvxJVAAZ,001f400000LvhQKAAZ,2013-09-03,2014-12-19,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n729AAA,,,925
Perfect Match,003f400000KvxJVAAZ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3122,003f400000KvxJVAAZ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhzKAAR,,,2036
Perfect Match,003f400000KvxJVAAZ,001f400000LvhXZAAZ,2015-05-18,2015-10-01,2016-04-13,Transferred out,Bachelor's,NSC,,,3121,003f400000KvxJVAAZ,001f400000LvhXZAAZ,2015-05-18,2015-10-01,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n728AAA,,,924
Perfect Match,003f40000169hsZAAQ,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,419,003f40000169hsZAAQ,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGhgAAF,,,3682
Perfect Match,003f400000KvxcWAAR,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3985,003f400000KvxcWAAR,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGahAAF,,,3249
Attending but DB had T/W,003f400000KvxcWAAR,001f400000Lvhz1AAB,2017-09-25,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3984,003f400000KvxcWAAR,001f400000Lvhz1AAB,2017-09-25,2018-06-29,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000BlhztAAB,,,2061
Perfect Match,003f400000Kvxd8AAB,001f400000LvhyxAAB,2017-09-05,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3961,003f400000Kvxd8AAB,001f400000LvhyxAAB,2017-09-05,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7BvAAI,,,1336
(NSC only) New attending enrollment,003f400000Kvxd8AAB,001f400000LvhyxAAB,2019-09-03,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3962
Perfect Match,003f400000KvxMQAAZ,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2664,003f400000KvxMQAAZ,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGdRAAV,,,3419
Perfect Match,003f400000KvxMQAAZ,001f400000LvhyZAAR,2017-01-19,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2663,003f400000KvxMQAAZ,001f400000LvhyZAAR,2017-01-19,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n71EAAQ,,,894
Perfect Match,003f400000KvxMQAAZ,001f400000LvhyZAAR,2014-08-18,2014-12-19,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,2662,003f400000KvxMQAAZ,001f400000LvhyZAAR,2014-08-18,2014-12-19,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n71DAAQ,,,893
Attending but DB had T/W,003f400000KvxMQAAZ,001f400000LvhyTAAR,2014-12-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2661,003f400000KvxMQAAZ,001f400000LvhyTAAR,2014-12-16,2016-05-13,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n71CAAQ,,,892
Perfect Match,003f400000KvxHpAAJ,001f400000Lvhz1AAB,2014-01-06,2015-02-23,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3459,003f400000KvxHpAAJ,001f400000Lvhz1AAB,2014-01-06,2015-02-23,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6qgAAA,,,466
Perfect Match,003f400000KvxHpAAJ,001f400000LvlNKAAZ,2012-08-23,2013-12-20,2016-04-13,Transferred out,Bachelor's,NSC,,,3458,003f400000KvxHpAAJ,001f400000LvlNKAAZ,2012-08-23,2013-12-20,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n6qhAAA,,,467
Attending but DB had T/W,003f400000KvxdmAAB,001f400000LvhPGAAZ,2017-09-20,,2016-04-13,Attending,Bachelor's,NSC,,,3923,003f400000KvxdmAAB,001f400000LvhPGAAZ,2017-09-20,2017-12-10,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n6xSAAQ,,,734
Perfect Match,003f400000KvxKqAAJ,001f400000LvhQBAAZ,2015-09-02,2018-05-03,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION,2966,003f400000KvxKqAAJ,001f400000LvhQBAAZ,2015-09-02,2018-05-03,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION,a02f4000006n6yHAAQ,,,775
Perfect Match,003f400000KvxKqAAJ,001f400000LvhzxAAB,2014-08-23,2014-12-18,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,2965,003f400000KvxKqAAJ,001f400000LvhzxAAB,2014-08-23,2014-12-18,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6yGAAQ,,,774
Perfect Match,003f400000KvxKqAAJ,001f400000LvhyZAAR,2019-01-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2964,003f400000KvxKqAAJ,001f400000LvhyZAAR,2019-01-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000G1i6IAAR,,,2819
Perfect Match,003f400000KvxKqAAJ,001f400000LvhyZAAR,2015-06-15,2015-07-23,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,2961,003f400000KvxKqAAJ,001f400000LvhyZAAR,2015-06-15,2015-07-23,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6yCAAQ,,,770
Perfect Match,003f400000KvxKqAAJ,001f400000LvhPMAAZ,2014-10-01,2015-06-11,2016-04-13,Transferred out,Bachelor's,NSC,,,2960,003f400000KvxKqAAJ,001f400000LvhPMAAZ,2014-10-01,2015-06-11,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n6yFAAQ,,,773
Attending but DB had T/W,003f400000KvxKqAAJ,001f400000LvhyZAAR,2017-06-12,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2963,003f400000KvxKqAAJ,001f400000LvhyZAAR,2017-06-12,2017-07-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6yEAAQ,,,772
Attending but DB had T/W,003f400000KvxKqAAJ,001f400000LvhyZAAR,2016-06-13,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2962,003f400000KvxKqAAJ,001f400000LvhyZAAR,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6yDAAQ,,,771
Perfect Match,003f400000TlTK3AAN,001f400000Lvhz1AAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1129,003f400000TlTK3AAN,001f400000Lvhz1AAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGb3AAF,,,3271
Perfect Match,003f400000TlTK3AAN,001f400000LvhzxAAB,2018-08-25,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1128,003f400000TlTK3AAN,001f400000LvhzxAAB,2018-08-25,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli3DAAR,,,2264
Perfect Match,003f400000TlTK3AAN,001f400000LvhPMAAZ,2018-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,1127,003f400000TlTK3AAN,001f400000LvhPMAAZ,2018-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli3EAAR,,,2265
Perfect Match,003f400000KvxMzAAJ,001f400000LvhPSAAZ,2014-09-27,2018-06-14,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY",2609,003f400000KvxMzAAJ,001f400000LvhPSAAZ,2014-09-27,2018-06-14,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY",a02f4000006n7AYAAY,,,1282
Perfect Match,003f400000KvxQ3AAJ,001f400000LvhYkAAJ,2016-09-07,2019-08-30,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,MEDIA ARTS PRODUCTION,2243,003f400000KvxQ3AAJ,001f400000LvhYkAAJ,2016-09-07,2019-08-30,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,MEDIA ARTS PRODUCTION,a02f4000006n6fgAAA,,,38
Attending but DB had T/W,003f400000KvxQ3AAJ,001f400000LvhYkAAJ,2015-09-02,,2016-04-13,Attending,Bachelor's,NSC,,,2242,003f400000KvxQ3AAJ,001f400000LvhYkAAJ,2015-09-02,2016-04-28,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n6ffAAA,,,37
Perfect Match,003f400000KvxfiAAB,001f400000LvhyxAAB,2017-09-05,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3755,003f400000KvxfiAAB,001f400000LvhyxAAB,2017-09-05,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6iZAAQ,,,140
(NSC only) New attending enrollment,003f40000169i1VAAQ,001f400000LviGDAAZ,2020-01-02,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,42
Perfect Match,003f400000TlTStAAN,001f400000LvhPRAAZ,2018-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,625,003f400000TlTStAAN,001f400000LvhPRAAZ,2018-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000BlhzRAAR,,,2043
Perfect Match,003f400000TlTPDAA3,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,837,003f400000TlTPDAA3,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGjbAAF,,,3801
Perfect Match,003f400000TlTPDAA3,001f400000LvhyZAAR,2019-01-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,836,003f400000TlTPDAA3,001f400000LvhyZAAR,2019-01-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000G1i6GAAR,,,2817
Perfect Match,003f400000KvxWXAAZ,001f400000LvhyxAAB,2018-09-04,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1407,003f400000KvxWXAAZ,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BmFWBAA3,,,2696
Attending but DB had T/W,003f400000KvxWXAAZ,001f400000LvhyxAAB,2017-01-30,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1406,003f400000KvxWXAAZ,001f400000LvhyxAAB,2017-01-30,2017-12-21,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n716AAA,,,888
Attending but DB had T/W,003f400000KvxWXAAZ,001f400000LvhQYAAZ,2016-08-24,,2016-04-13,Attending,Bachelor's,NSC,,,1405,003f400000KvxWXAAZ,001f400000LvhQYAAZ,2016-08-24,2016-12-12,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n717AAA,,,889
Perfect Match,003f40000169hw8AAA,001f400000LvhPMAAZ,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,313,003f40000169hw8AAA,001f400000LvhPMAAZ,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGXlAAN,,,3067
Perfect Match,003f400000KvxJvAAJ,001f400000LvhyZAAR,2014-08-18,2014-12-19,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3126,003f400000KvxJvAAJ,001f400000LvhyZAAR,2014-08-18,2014-12-19,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7K6AAI,,,1669
Attending but DB had T/W,003f400000KvxJvAAJ,001f400000Lvhz1AAB,2016-09-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3127,003f400000KvxJvAAJ,001f400000Lvhz1AAB,2016-09-26,2017-06-30,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7K5AAI,,,1668
Perfect Match,003f400000KvxJCAAZ,001f400000LvhyWAAR,2019-08-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3214,003f400000KvxJCAAZ,001f400000LvhyWAAR,2019-08-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGa1AAF,,,3207
Perfect Match,003f400000KvxJCAAZ,001f400000LvhyWAAR,2015-01-26,2015-05-29,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3213,003f400000KvxJCAAZ,001f400000LvhyWAAR,2015-01-26,2015-05-29,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n75NAAQ,,,1060
Perfect Match,003f400000KvxeUAAR,001f400000LvhPNAAZ,2017-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,3804,003f400000KvxeUAAR,001f400000LvhPNAAZ,2017-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n78jAAA,,,1199
Perfect Match,003f400000KvxeUAAR,001f400000LvhyrAAB,2018-07-02,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3803,003f400000KvxeUAAR,001f400000LvhyrAAB,2018-07-02,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli1sAAB,,,2182
Perfect Match,003f400000KvxeHAAR,001f400000LvhyxAAB,2019-06-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3843,003f400000KvxeHAAR,001f400000LvhyxAAB,2019-06-17,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCHlAAP,,,2954
Perfect Match,003f400000KvxeHAAR,001f400000LvhyxAAB,2018-06-18,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3842,003f400000KvxeHAAR,001f400000LvhyxAAB,2018-06-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BmFVuAAN,,,2679
Perfect Match,003f400000KvxeHAAR,001f400000LvhQYAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,3841,003f400000KvxeHAAR,001f400000LvhQYAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7A1AAI,,,1256
Perfect Match,003f400000KvxMCAAZ,001f400000LvhPgAAJ,2014-08-25,2018-05-15,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,BUSINESS ADMINISTRATION,2736,003f400000KvxMCAAZ,001f400000LvhPgAAJ,2014-08-25,2018-05-15,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,BUSINESS ADMINISTRATION,a02f4000006n74NAAQ,,,1031
Perfect Match,003f40000169hqiAAA,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,542,003f40000169hqiAAA,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGdEAAV,,,3406
Perfect Match,003f400000KvxTPAAZ,001f400000Lvi07AAB,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1783,003f400000KvxTPAAZ,001f400000Lvi07AAB,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCJBAA5,,,3040
Perfect Match,003f400000KvxTPAAZ,001f400000LvhrEAAR,2016-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,1782,003f400000KvxTPAAZ,001f400000LvhrEAAR,2016-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7HdAAI,,,1572
Perfect Match,003f400000TlTKZAA3,001f400000LvhQiAAJ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,1060,003f400000TlTKZAA3,001f400000LvhQiAAJ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGbVAAV,,,3299
T/W match chg end dates,003f400000OdnFiAAJ,001f400000LvhP0AAJ,2018-09-04,2019-05-11,2016-04-13,Withdrew,Bachelor's,NSC,,,1143,003f400000OdnFiAAJ,001f400000LvhP0AAJ,2018-09-04,2019-05-11,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f400000Bli8VAAR,,,2585
Perfect Match,003f400000KvxKAAAZ,001f400000LvhZDAAZ,2013-09-04,2018-05-04,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HUMAN SERVICES/INTL AFFAIRS,3074,003f400000KvxKAAAZ,001f400000LvhZDAAZ,2013-09-04,2018-05-04,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HUMAN SERVICES/INTL AFFAIRS,a02f4000006n6jTAAQ,,,183
Perfect Match,003f400000OdnFfAAJ,001f400000LvhQWAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,1147,003f400000OdnFfAAJ,001f400000LvhQWAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000BlhzoAAB,,,2056
Perfect Match,003f40000169hxWAAQ,001f400000LvhPKAAZ,2019-05-28,,2016-04-13,Attending,Bachelor's,NSC,,,227,003f40000169hxWAAQ,001f400000LvhPKAAZ,2019-05-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGaOAAV,,,3230
Perfect Match,003f400000KvxcUAAR,001f400000LvhPLAAZ,2017-08-16,,2016-04-13,Attending,Bachelor's,NSC,,,3989,003f400000KvxcUAAR,001f400000LvhPLAAZ,2017-08-16,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7DPAAY,,,1397
Perfect Match,003f400000TlTN2AAN,001f400000LvhPKAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,894,003f400000TlTN2AAN,001f400000LvhPKAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli29AAB,,,2199
Perfect Match,003f400000KvxS3AAJ,001f400000LvhzgAAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1963,003f400000KvxS3AAJ,001f400000LvhzgAAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6YAAR,,,2467
Perfect Match,003f400000KvxS3AAJ,001f400000LvhQKAAZ,2015-09-01,2019-05-17,2016-04-13,Graduated,Bachelor's,NSC,BA,HUMAN BIOLOGY,1961,003f400000KvxS3AAJ,001f400000LvhQKAAZ,2015-09-01,2019-05-17,2016-04-13,Graduated,Bachelor's,NSC,BA,HUMAN BIOLOGY,a02f4000006n6pGAAQ,,,415
Attending but DB had T/W,003f400000KvxS3AAJ,001f400000LvhzgAAB,2018-01-08,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1962,003f400000KvxS3AAJ,001f400000LvhzgAAB,2018-01-08,2018-02-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000Bli6ZAAR,,,2468
(NSC only) New attending enrollment,003f400000KvxS3AAJ,001f400001M1bWLAAZ,2019-06-06,,2016-04-13,Attending,Bachelor's,NSC,,,1964
Perfect Match,003f40000169hzQAAQ,001f400000LvhpLAAR,2019-09-03,,2016-04-13,Attending,Bachelor's,NSC,,,147,003f40000169hzQAAQ,001f400000LvhpLAAR,2019-09-03,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGfaAAF,,,3552
Perfect Match,003f400000KvxKuAAJ,001f400000Lvhz1AAB,2014-09-22,2015-03-27,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,2942,003f400000KvxKuAAJ,001f400000Lvhz1AAB,2014-09-22,2015-03-27,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7OCAAY,,,1800
Attending but DB had T/W,003f400000KvxKuAAJ,001f400000Lvhz1AAB,2017-01-09,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2943,003f400000KvxKuAAJ,001f400000Lvhz1AAB,2017-01-09,2017-12-15,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7ODAAY,,,1801
Perfect Match,003f40000169hzeAAA,001f400000Lvhp5AAB,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,170,003f40000169hzeAAA,001f400000Lvhp5AAB,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Kbk7pAAB,,,3817
Perfect Match,003f40000169hxdAAA,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,248,003f40000169hxdAAA,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGfQAAV,,,3542
Perfect Match,003f400000KvxSrAAJ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1885,003f400000KvxSrAAJ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Blhz9AAB,,,2025
Attending but DB had T/W,003f400000KvxSrAAJ,001f400000LvhyZAAR,2016-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1884,003f400000KvxSrAAJ,001f400000LvhyZAAR,2016-08-17,2017-12-07,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n724AAA,,,923
Perfect Match,003f40000169hziAAA,001f400000LviG2AAJ,2019-09-23,,2016-04-13,Attending,Bachelor's,NSC,,,165,003f40000169hziAAA,001f400000LviG2AAJ,2019-09-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGfbAAF,,,3553
Perfect Match,003f400000KvxfcAAB,001f400000LvhkVAAR,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,3773,003f400000KvxfcAAB,001f400000LvhkVAAR,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n74rAAA,,,1047
Attending but DB had T/W,003f400000KvxOuAAJ,001f400000Lvi07AAB,2015-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2385,003f400000KvxOuAAJ,001f400000Lvi07AAB,2015-08-17,2017-05-18,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n746AAA,,,1014
