Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
Attending but DB had T/W,003f400000KvxIYAAZ,001f400000Lvhz1AAB,2016-09-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3267,003f400000KvxIYAAZ,001f400000Lvhz1AAB,2016-09-26,2019-02-06,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6tnAAA,,,589
Attending but DB had T/W,003f400000KvxIYAAZ,001f400000LvhyZAAR,2015-01-22,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3266,003f400000KvxIYAAZ,001f400000LvhyZAAR,2015-01-22,2016-05-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6toAAA,,,590
Perfect Match,003f40000169hyWAAQ,001f400000LvhQ3AAJ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,195,003f40000169hyWAAQ,001f400000LvhQ3AAJ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGg4AAF,,,3582
Perfect Match,003f40000169hyWAAQ,001f400000Lvhz1AAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,194,003f40000169hyWAAQ,001f400000Lvhz1AAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGg5AAF,,,3583
Perfect Match,003f400000KvxHMAAZ,001f400000LvhyeAAB,2018-05-29,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3470,003f400000KvxHMAAZ,001f400000LvhyeAAB,2018-05-29,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli06AAB,,,2074
Perfect Match,003f400000KvxHMAAZ,001f400000Lvi0MAAR,2015-01-22,2015-05-22,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3469,003f400000KvxHMAAZ,001f400000Lvi0MAAR,2015-01-22,2015-05-22,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n79GAAQ,,,1225
Perfect Match,003f400000KvxHMAAZ,001f400000LvhQWAAZ,2012-08-27,2014-12-20,2016-04-13,Transferred out,Bachelor's,NSC,,,3468,003f400000KvxHMAAZ,001f400000LvhQWAAZ,2012-08-27,2014-12-20,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n79HAAQ,,,1226
Perfect Match,003f40000169hwcAAA,001f400000LvhPLAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,307,003f40000169hwcAAA,001f400000LvhPLAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGioAAF,,,3752
Perfect Match,003f40000169hyXAAQ,001f400000LvhQWAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,192,003f40000169hyXAAQ,001f400000LvhQWAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGdOAAV,,,3416
Perfect Match,003f400000KvxNpAAJ,001f400000Lvi07AAB,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2533,003f400000KvxNpAAJ,001f400000Lvi07AAB,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCItAAP,,,3022
Perfect Match,003f400000KvxNpAAJ,001f400000LvhP6AAJ,2015-09-14,,2016-04-13,Attending,Bachelor's,NSC,,,2532,003f400000KvxNpAAJ,001f400000LvhP6AAJ,2015-09-14,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6zBAAQ,,,808
Perfect Match,003f400000KvxYVAAZ,001f400000Lvhz1AAB,2018-01-08,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1201,003f400000KvxYVAAZ,001f400000Lvhz1AAB,2018-01-08,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0TAAR,,,2096
Perfect Match,003f400000KvxYVAAZ,001f400000LvhP6AAJ,2017-09-07,,2016-04-13,Attending,Bachelor's,NSC,,,1200,003f400000KvxYVAAZ,001f400000LvhP6AAJ,2017-09-07,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7A5AAI,,,1259
Perfect Match,003f400000KvxYVAAZ,001f400000LvhyrAAB,2018-07-02,2018-07-31,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,1199,003f400000KvxYVAAZ,001f400000LvhyrAAB,2018-07-02,2018-07-31,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0UAAR,,,2097
Perfect Match,003f400000TlTK0AAN,001f400000LvhyrAAB,2018-09-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1132,003f400000TlTK0AAN,001f400000LvhyrAAB,2018-09-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli7gAAB,,,2535
Unreported left college (was Attending),003f40000169hsQAAQ,001f400000LvhpOAAR,2019-06-24,2020-02-10,2016-04-13,Withdrew,Bachelor's,NSC,,,435,003f40000169hsQAAQ,001f400000LvhpOAAR,2019-06-24,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGbjAAF,,,3313
Perfect Match,003f400000TlTSxAAN,001f400000Lvhz4AAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,615,003f400000TlTSxAAN,001f400000Lvhz4AAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli5HAAR,,,2388
Perfect Match,003f40000169i1JAAQ,001f400000LvhPRAAZ,2019-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,50,003f40000169i1JAAQ,001f400000LvhPRAAZ,2019-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGh3AAF,,,3643
Perfect Match,003f400000KvxJmAAJ,001f400000LvhQ3AAJ,2017-08-21,2018-12-31,2016-04-13,Graduated,Bachelor's,NSC,B.S. IN BUSINESS,MANAGEMENT,3171,003f400000KvxJmAAJ,001f400000LvhQ3AAJ,2017-08-21,2018-12-31,2016-04-13,Graduated,Bachelor's,NSC,B.S. IN BUSINESS,MANAGEMENT,a02f4000006n709AAA,,,841
Perfect Match,003f400000KvxJmAAJ,001f400000LvhzlAAB,2014-08-25,2017-12-15,2016-04-13,Graduated,Associate's,NSC,ASSOCIATE IN ARTS,HUMAN DEVELOPMENT STUDIES,3170,003f400000KvxJmAAJ,001f400000LvhzlAAB,2014-08-25,2017-12-15,2016-04-13,Graduated,Associate's or Certificate (TBD),NSC,ASSOCIATE IN ARTS,HUMAN DEVELOPMENT STUDIES,a02f4000006n70AAAQ,,,842
Perfect Match,003f400000KvxJmAAJ,001f400000LvhPJAAZ,2013-08-26,2014-05-23,2016-04-13,Transferred out,Bachelor's,NSC,,,3169,003f400000KvxJmAAJ,001f400000LvhPJAAZ,2013-08-26,2014-05-23,2016-04-13,Transferred out,Bachelor's,NSC,,,a02f4000006n70CAAQ,,,844
Attending but DB had T/W,003f400000KvxJmAAJ,001f400000LvhbcAAB,2016-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,3168,003f400000KvxJmAAJ,001f400000LvhbcAAB,2016-08-22,2016-12-09,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n70BAAQ,,,843
Perfect Match,003f40000169hzPAAQ,001f400000LvhPSAAZ,2019-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,149,003f40000169hzPAAQ,001f400000LvhPSAAZ,2019-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGhaAAF,,,3676
Perfect Match,003f400000OdnFYAAZ,001f400000LvhyxAAB,2018-09-04,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1136,003f400000OdnFYAAZ,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BmFVvAAN,,,2680
Perfect Match,003f40000169hrrAAA,001f400000LvhyrAAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,479,003f40000169hrrAAA,001f400000LvhyrAAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGj4AAF,,,3768
Perfect Match,003f400001EuTtWAAV,001f400000LvhPMAAZ,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,1,003f400001EuTtWAAV,001f400000LvhPMAAZ,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGeqAAF,,,3506
Perfect Match,003f400000KvxPiAAJ,001f400000Lvhc7AAB,2015-08-31,2019-05-03,2016-04-13,Graduated,Bachelor's,NSC,BS IN HEALTH/HUMAN PERFORMANCE,HEALTH & HUMAN PERFORMANCE,2320,003f400000KvxPiAAJ,001f400000Lvhc7AAB,2015-08-31,2019-05-03,2016-04-13,Graduated,Bachelor's,NSC,BS IN HEALTH/HUMAN PERFORMANCE,HEALTH & HUMAN PERFORMANCE,a02f4000006n7CDAAY,,,1350
Perfect Match,003f400000KvxJfAAJ,001f400000LvhP6AAJ,2013-09-16,2017-06-17,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ANIMAL SCIENCE,3204,003f400000KvxJfAAJ,001f400000LvhP6AAJ,2013-09-16,2017-06-17,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ANIMAL SCIENCE,a02f4000006n6ijAAA,,,148
Attending but DB had T/W,003f400000KvxTUAAZ,001f400000LvhyZAAR,2016-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1765,003f400000KvxTUAAZ,001f400000LvhyZAAR,2016-08-17,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n75aAAA,,,1069
Perfect Match,003f400000KvxSLAAZ,001f400000LvhsNAAR,2016-01-11,2019-05-21,2016-04-13,Graduated,Bachelor's,NSC,,,1905,003f400000KvxSLAAZ,001f400000LvhsNAAR,2016-01-11,2019-05-21,2016-04-13,Graduated,Bachelor's,NSC,,,a02f4000006n6lTAAQ,,,264
Perfect Match,003f400000KvxQeAAJ,001f400000LvhrnAAB,2015-08-31,,2016-04-13,Attending,Bachelor's,NSC,,,2211,003f400000KvxQeAAJ,001f400000LvhrnAAB,2015-08-31,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6uqAAA,,,632
Perfect Match,003f40000169hssAAA,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,432,003f40000169hssAAA,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGZeAAN,,,3184
Perfect Match,003f400000KvxXQAAZ,001f400000Lvi0IAAR,2019-08-12,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1328,003f400000KvxXQAAZ,001f400000Lvi0IAAR,2019-08-12,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGjhAAF,,,3807
Perfect Match,003f40000169hySAAQ,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,203,003f40000169hySAAQ,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGbqAAF,,,3320
Perfect Match,003f400000KvxLrAAJ,001f400000LvhOLAAZ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,2809,003f400000KvxLrAAJ,001f400000LvhOLAAZ,2018-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli3kAAB,,,2296
Perfect Match,003f400000KvxLrAAJ,001f400000LvhQNAAZ,2014-09-02,2018-05-13,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PHILOSOPHY,2808,003f400000KvxLrAAJ,001f400000LvhQNAAZ,2014-09-02,2018-05-13,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PHILOSOPHY,a02f4000006n7ALAAY,,,1271
Perfect Match,003f400000KvxZ0AAJ,001f400000LvhPLAAZ,2017-08-16,,2016-04-13,Attending,Bachelor's,NSC,,,1183,003f400000KvxZ0AAJ,001f400000LvhPLAAZ,2017-08-16,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7D7AAI,,,1384
Attending but DB had T/W,003f400000KvxZ0AAJ,001f400000LvhyZAAR,2018-06-12,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1182,003f400000KvxZ0AAJ,001f400000LvhyZAAR,2018-06-12,2018-07-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000BlhxdAAB,,,1936
Perfect Match,003f40000169i0WAAQ,001f400000LvhipAAB,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,76,003f40000169i0WAAQ,001f400000LvhipAAB,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGa8AAF,,,3214
Perfect Match,003f400000KvxWlAAJ,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1458,003f400000KvxWlAAJ,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGhUAAV,,,3670
Perfect Match,003f400000KvxWlAAJ,001f400000Lvhz1AAB,2019-01-07,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1457,003f400000KvxWlAAJ,001f400000Lvhz1AAB,2019-01-07,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000G1i5zAAB,,,2800
Perfect Match,003f400000KvxVUAAZ,001f400000LvhyrAAB,2018-09-24,2019-05-09,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,1538,003f400000KvxVUAAZ,001f400000LvhyrAAB,2018-09-24,2019-05-09,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000BlhypAAB,,,2005
Attending but DB had T/W,003f400000KvxVUAAZ,001f400000LvhyxAAB,2017-06-19,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1540,003f400000KvxVUAAZ,001f400000LvhyxAAB,2017-06-19,2018-05-25,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6veAAA,,,652
Attending but DB had T/W,003f400000KvxVUAAZ,001f400000LvhsiAAB,2016-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,1539,003f400000KvxVUAAZ,001f400000LvhsiAAB,2016-08-22,2017-05-19,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n6vdAAA,,,651
Perfect Match,003f400001EuTtaAAF,001f400000LvhQhAAJ,2019-09-03,,2016-04-13,Attending,Bachelor's,NSC,,,6,003f400001EuTtaAAF,001f400000LvhQhAAJ,2019-09-03,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGa2AAF,,,3208
Perfect Match,003f40000169hslAAA,001f400000LvhyrAAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,443,003f40000169hslAAA,001f400000LvhyrAAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGhlAAF,,,3687
Perfect Match,003f400000KvxQVAAZ,001f400000LvhzcAAB,2018-05-29,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2136,003f400000KvxQVAAZ,001f400000LvhzcAAB,2018-05-29,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6EAAR,,,2447
Perfect Match,003f400000KvxQVAAZ,001f400000LvhQYAAZ,2015-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,2135,003f400000KvxQVAAZ,001f400000LvhQYAAZ,2015-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6uPAAQ,,,619
Attending but DB had T/W,003f400000TlTLeAAN,001f400000Lvi0MAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1031,003f400000TlTLeAAN,001f400000Lvi0MAAR,2018-08-15,2019-07-01,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f400000Bli7rAAB,,,2546
Perfect Match,003f400000KvxWvAAJ,001f400000LvhP9AAJ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,1412,003f400000KvxWvAAJ,001f400000LvhP9AAJ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6xNAAQ,,,729
Perfect Match,003f400000KvxX8AAJ,001f400000LvhPSAAZ,2017-09-23,,2016-04-13,Attending,Bachelor's,NSC,,,1386,003f400000KvxX8AAJ,001f400000LvhPSAAZ,2017-09-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7JsAAI,,,1665
Perfect Match,003f400000KvxX8AAJ,001f400000Lvhz1AAB,2018-07-02,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1385,003f400000KvxX8AAJ,001f400000Lvhz1AAB,2018-07-02,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli3oAAB,,,2300
Perfect Match,003f400000KvxLgAAJ,001f400000Lvhz1AAB,2016-04-04,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2854,003f400000KvxLgAAJ,001f400000Lvhz1AAB,2016-04-04,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n78sAAA,,,1203
Perfect Match,003f400000KvxLgAAJ,001f400000Lvhz1AAB,2014-09-22,2015-06-26,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,2853,003f400000KvxLgAAJ,001f400000Lvhz1AAB,2014-09-22,2015-06-26,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n78rAAA,,,1202
Perfect Match,003f40000169hwuAAA,001f400000LvhPgAAJ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,272,003f40000169hwuAAA,001f400000LvhPgAAJ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGYvAAN,,,3139
Perfect Match,003f400000OdnFkAAJ,001f400000Lvhz1AAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1141,003f400000OdnFkAAJ,001f400000Lvhz1AAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGZbAAN,,,3181
Perfect Match,003f400000OdnFkAAJ,001f400000LvhQYAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,1140,003f400000OdnFkAAJ,001f400000LvhQYAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli65AAB,,,2438
Perfect Match,003f400000KvxULAAZ,001f400000LvhPGAAZ,2019-01-22,,2016-04-13,Attending,Bachelor's,NSC,,,1686,003f400000KvxULAAZ,001f400000LvhPGAAZ,2019-01-22,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000G1i6NAAR,,,2824
Perfect Match,003f400000KvxULAAZ,001f400000LvhzlAAB,2018-01-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1684,003f400000KvxULAAZ,001f400000LvhzlAAB,2018-01-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2NAAR,,,2213
Attending but DB had T/W,003f400000KvxULAAZ,001f400000LvhPPAAZ,2016-09-19,,2016-04-13,Attending,Bachelor's,NSC,,,1687,003f400000KvxULAAZ,001f400000LvhPPAAZ,2016-09-19,2016-12-09,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n7DAAAY,,,1387
Attending but DB had T/W,003f400000KvxULAAZ,001f400000LvhKLAAZ,2017-01-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1685,003f400000KvxULAAZ,001f400000LvhKLAAZ,2017-01-23,2017-10-31,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7DBAAY,,,1388
Perfect Match,003f400000KvxMJAAZ,001f400000LvhZDAAZ,2017-05-08,,2016-04-13,Attending,Bachelor's,NSC,,,2699,003f400000KvxMJAAZ,001f400000LvhZDAAZ,2017-05-08,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7CpAAI,,,1376
Attending but DB had T/W,003f400000KvxMJAAZ,001f400000LvhZDAAZ,2014-09-03,,2016-04-13,Attending,Bachelor's,NSC,,,2698,003f400000KvxMJAAZ,001f400000LvhZDAAZ,2014-09-03,2016-12-17,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n7CoAAI,,,1375
Perfect Match,003f400000KvxLRAAZ,001f400000LvhPPAAZ,2014-10-02,2018-06-15,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,2807,003f400000KvxLRAAZ,001f400000LvhPPAAZ,2014-10-02,2018-06-15,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,a02f4000006n7CjAAI,,,1373
(NSC only) New attending enrollment,003f400000KvxLRAAZ,001f400000Lvi0MAAR,2020-01-13,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2806
Perfect Match,003f400000KvxY5AAJ,001f400000Lvhz1AAB,2018-09-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1287,003f400000KvxY5AAJ,001f400000Lvhz1AAB,2018-09-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli4UAAR,,,2342
Perfect Match,003f400000KvxY5AAJ,001f400000LvhilAAB,2019-09-30,,2016-04-13,Attending,Bachelor's,NSC,,,1286,003f400000KvxY5AAJ,001f400000LvhilAAB,2019-09-30,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGiPAAV,,,3727
Attending but DB had T/W,003f400000KvxY5AAJ,001f400000LvhilAAB,2017-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,1285,003f400000KvxY5AAJ,001f400000LvhilAAB,2017-09-25,2018-06-15,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n6kVAAQ,,,235
Attending but DB had T/W,003f400000KvxVaAAJ,001f400000LvhyxAAB,2017-09-05,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1618,003f400000KvxVaAAJ,001f400000LvhyxAAB,2017-09-05,2017-12-21,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6nkAAA,,,376
Attending but DB had T/W,003f400000KvxVaAAJ,001f400000LvhyrAAB,2016-09-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1617,003f400000KvxVaAAJ,001f400000LvhyrAAB,2016-09-26,2017-09-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6nlAAA,,,377
Perfect Match,003f400000TlTLnAAN,001f400000LvhQYAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,1008,003f400000TlTLnAAN,001f400000LvhQYAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli3KAAR,,,2271
Perfect Match,003f400000KvxfLAAR,001f400000LvhP6AAJ,2017-09-07,,2016-04-13,Attending,Bachelor's,NSC,,,3743,003f400000KvxfLAAR,001f400000LvhP6AAJ,2017-09-07,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGddAAF,,,3431
Perfect Match,003f400000TlTQqAAN,001f400000LvhPKAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,722,003f400000TlTQqAAN,001f400000LvhPKAAZ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000BlhysAAB,,,2008
Perfect Match,003f400000KvxPOAAZ,001f400000LvhQBAAZ,2015-09-02,2019-08-10,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,HEALTH SCIENCES,2291,003f400000KvxPOAAZ,001f400000LvhQBAAZ,2015-09-02,2019-08-10,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,HEALTH SCIENCES,a02f4000006n7BMAAY,,,1313
Perfect Match,003f400000KvxPOAAZ,001f400000Lvhz1AAB,2019-04-08,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2290,003f400000KvxPOAAZ,001f400000Lvhz1AAB,2019-04-08,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCHFAA5,,,2923
Perfect Match,003f400000TlTR7AAN,001f400000LvhyrAAB,2018-09-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,693,003f400000TlTR7AAN,001f400000LvhyrAAB,2018-09-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6QAAR,,,2459
Perfect Match,003f400000TlTPAAA3,001f400000Lvi0MAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,845,003f400000TlTPAAA3,001f400000Lvi0MAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli3sAAB,,,2304
Perfect Match,003f400000KvxUuAAJ,001f400000LvhyrAAB,2018-01-08,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1653,003f400000KvxUuAAJ,001f400000LvhyrAAB,2018-01-08,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli30AAB,,,2251
Attending but DB had T/W,003f400000KvxUuAAJ,001f400000LvhyrAAB,2016-09-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1652,003f400000KvxUuAAJ,001f400000LvhyrAAB,2016-09-26,2017-03-31,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6ocAAA,,,401
Perfect Match,003f40000169i0xAAA,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,75,003f40000169i0xAAA,001f400000LvhyZAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGZEAA3,,,3158
Perfect Match,003f40000169hwTAAQ,001f400000LvhQHAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,273,003f40000169hwTAAQ,001f400000LvhQHAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGZpAAN,,,3195
Perfect Match,003f40000169hs9AAA,001f400000Lvhp9AAB,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,463,003f40000169hs9AAA,001f400000Lvhp9AAB,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Kbk7sAAB,,,3820
Perfect Match,003f400000KvxO5AAJ,001f400000LvhivAAB,2015-08-20,2019-05-19,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ENVIRONMENTAL SCIENCE,2477,003f400000KvxO5AAJ,001f400000LvhivAAB,2015-08-20,2019-05-19,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ENVIRONMENTAL SCIENCE,a02f4000006n7IKAAY,,,1611
Perfect Match,003f400000KvxKCAAZ,001f400000Lvi0MAAR,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3058,003f400000KvxKCAAZ,001f400000Lvi0MAAR,2019-06-10,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCHSAA5,,,2936
